viaje_id,fecha_salida,fecha_llegada,chofer_id,vehiculo_id,n_paradas,km_ruta,carga_kg,capacidad_kg,t_est_min,t_real_min,duracion_min,peso_kg,otif,combustible_rd,viaticos_rd,mantenimiento_rd,costo_total,tipo,delta_t,ind_retraso,riesgo_cat,fill_rate,log_carga_kg,costo_km,hora_salida,dia_semana_num,es_fin_semana,mes,viajes_conductor,densidad_paradas,riesgo_num,ruta_Ruta-Este,ruta_Ruta-Norte,ruta_Ruta-Oeste,ruta_Ruta-Sur,franja_horaria_TARDE,franja_horaria_NOCHE
VJ-00078,2025-01-26 16:00:00,2025-01-26 18:17:48.750649362,CHF-012,VEH-007,2.0,61.4,2061.0,5000,120,138,137.8125108227,2061.0,0,2145.0,594.0,247.0,2986.0,Furgon,18,1,MEDIO,0.4122,7.631431664576906,48.63192182410423,16,6,1,1,12,0.03257328990228013,1,0,0,0,1,1,0
VJ-00079,2025-01-27 00:00:00,2025-01-27 00:53:47.432087034,CHF-012,VEH-007,6.0,32.3,1891.0,3500,75,54,53.79053478389999,1891.0,1,1077.0,725.0,290.0,2092.0,Furgon,-21,0,BAJO,0.5402857142857143,7.545389749611823,64.76780185758514,0,0,0,1,13,0.18575851393188855,0,1,0,0,0,0,0
VJ-00080,2025-01-27 08:00:00,2025-01-27 09:59:04.938369810,CHF-004,VEH-004,8.0,49.6,2570.0,5000,105,119,119.08230616350001,2570.0,1,1823.0,470.0,200.0,2493.0,Camion Mediano,14,0,BAJO,0.514,7.852050207265889,50.262096774193544,8,0,0,1,6,0.16129032258064516,0,0,0,1,0,0,0
VJ-00081,2025-01-27 16:00:00,2025-01-27 16:56:34.096857894,CHF-011,VEH-005,2.0,35.2,1959.0,4000,60,57,56.568280964900005,,1,1231.0,549.0,173.0,1953.0,Camion Liviano,-3,0,BAJO,0.48975,7.580699752224563,55.48295454545454,16,0,0,1,4,0.056818181818181816,0,0,0,0,0,1,0
VJ-00082,2025-01-28 00:00:00,2025-01-28 01:36:04.946860944,CHF-007,VEH-008,11.0,32.2,2505.0,3500,75,96,96.0824476824,2505.0,0,1001.0,566.0,374.0,1941.0,Furgon,21,1,MEDIO,0.7157142857142857,7.826443135456014,60.27950310559006,0,1,0,1,8,0.3416149068322981,1,1,0,0,0,0,0
VJ-00083,2025-01-28 08:00:00,2025-01-28 09:43:30.938507832,CHF-009,VEH-007,5.0,34.4,1630.0,3500,90,104,103.5156417972,1630.0,1,1280.0,352.0,377.0,2009.0,Furgon,14,0,BAJO,0.4657142857142857,7.396948602621014,58.401162790697676,8,1,0,1,4,0.14534883720930233,0,0,1,0,0,0,0
VJ-00084,2025-01-28 16:00:00,2025-01-28 17:32:46.297850256,CHF-011,VEH-001,2.0,18.7,2356.0,6000,60,93,92.7716308376,2356.0,0,514.0,499.0,353.0,1366.0,Camion Mediano,33,1,ALTO,0.39266666666666666,7.7651449029361315,73.04812834224599,16,1,0,1,5,0.10695187165775401,2,0,0,0,0,1,0
VJ-00085,2025-01-29 00:00:00,2025-01-29 01:58:09.236666430,CHF-002,VEH-008,8.0,52.1,620.0,6000,105,118,118.1539444405,620.0,1,1320.0,759.0,393.0,2472.0,Furgon,13,0,BAJO,0.10333333333333333,6.431331081933479,47.44721689059501,0,2,0,1,9,0.15355086372360843,0,0,0,1,0,0,0
VJ-00086,2025-01-29 08:00:00,2025-01-29 09:16:42.196523892,CHF-006,VEH-001,7.0,52.2,1885.0,5000,105,77,76.7032753982,1885.0,1,1376.0,615.0,323.0,2314.0,Camion Mediano,-28,0,BAJO,0.377,7.542213463193403,44.32950191570881,8,2,0,1,6,0.13409961685823754,0,0,0,1,0,0,0
VJ-00087,2025-01-29 16:00:00,2025-01-29 17:28:47.690573268,CHF-002,VEH-001,8.0,44.4,2067.0,6000,90,89,88.7948428878,2067.0,1,1591.0,389.0,329.0,2309.0,Camion Mediano,-1,0,BAJO,0.3445,7.63433723562832,52.0045045045045,16,2,0,1,10,0.1801801801801802,0,0,1,0,0,1,0
VJ-00088,2025-01-30 00:00:00,2025-01-30 01:38:54.232231998,CHF-004,VEH-004,9.0,66.1,1143.0,3500,120,99,98.90387053330001,1143.0,1,2110.0,469.0,329.0,2908.0,Camion Mediano,-21,0,BAJO,0.32657142857142857,7.042286171939743,43.993948562783665,0,3,0,1,7,0.1361573373676248,0,0,0,0,1,0,0
VJ-00089,2025-01-30 08:00:00,2025-01-30 09:35:40.257770244,CHF-005,VEH-006,6.0,38.6,919.0,3500,105,96,95.67096283740001,919.0,1,1058.0,396.0,244.0,1698.0,Camion Liviano,-9,0,BAJO,0.26257142857142857,6.824373670043086,43.98963730569948,8,3,0,1,3,0.15544041450777202,0,0,0,1,0,0,0
VJ-00090,2025-01-30 16:00:00,2025-01-30 17:27:12.126707940,CHF-011,VEH-001,10.0,30.0,1959.0,3500,60,87,87.20211179900001,,0,975.0,312.0,237.0,1524.0,Camion Mediano,27,1,MEDIO,0.5597142857142857,7.580699752224563,50.8,16,3,0,1,6,0.3333333333333333,1,0,0,0,0,1,0
VJ-00091,2025-01-31 00:00:00,2025-01-31 01:26:28.536515772,CHF-011,VEH-003,5.0,45.8,1532.0,6000,75,86,86.47560859619999,1532.0,1,1250.0,764.0,172.0,2186.0,Camion Mediano,11,0,BAJO,0.25533333333333336,7.334981878871814,47.7292576419214,0,4,0,1,7,0.1091703056768559,0,1,0,0,0,0,0
VJ-00092,2025-01-31 08:00:00,2025-01-31 08:47:25.155137136,CHF-005,VEH-003,7.0,22.4,790.0,3500,60,47,47.4192522856,790.0,1,794.0,524.0,293.0,1611.0,Camion Mediano,-13,0,BAJO,0.2257142857142857,6.673297967767654,71.91964285714286,8,4,0,1,4,0.3125,0,0,0,0,0,0,0
VJ-00093,2025-01-31 16:00:00,2025-01-31 16:41:45.185244246,CHF-004,VEH-004,3.0,26.1,3342.0,4000,60,42,41.7530874041,3342.0,1,827.0,454.0,187.0,1468.0,Camion Mediano,-18,0,BAJO,0.8355,8.114623886420098,56.245210727969344,16,4,0,1,8,0.11494252873563218,0,0,0,0,0,1,0
VJ-00094,2025-02-01 00:00:00,2025-02-01 02:00:35.404660308,CHF-007,VEH-008,8.0,56.2,1715.0,4000,120,121,120.59007767179999,1715.0,1,1726.0,599.0,177.0,2502.0,Furgon,1,0,BAJO,0.42875,7.447751280047908,44.519572953736656,0,5,1,2,9,0.14234875444839856,0,0,0,0,1,0,0
VJ-00095,2025-02-01 08:00:00,2025-02-01 08:38:06.115038666,CHF-011,VEH-003,4.0,23.5,2927.0,5000,60,38,38.1019173111,2927.0,1,694.0,304.0,276.0,1274.0,Camion Mediano,-22,0,BAJO,0.5854,7.982074875081202,54.212765957446805,8,5,1,2,8,0.1702127659574468,0,0,0,0,0,0,0
VJ-00096,2025-02-01 16:00:00,2025-02-01 17:47:55.168500414,CHF-012,VEH-002,7.0,58.4,3423.0,3500,120,108,107.9194750069,3423.0,1,2012.0,439.0,223.0,2674.0,Camion Mediano,-12,0,BAJO,0.978,8.138564737261632,45.78767123287671,16,5,1,2,14,0.11986301369863014,0,0,0,0,1,1,0
VJ-00097,2025-02-02 00:00:00,2025-02-02 02:05:36.970229274,CHF-003,VEH-001,10.0,67.1,742.0,3500,120,126,125.6161704879,742.0,1,2042.0,652.0,166.0,2860.0,Camion Mediano,6,0,BAJO,0.212,6.610696044717759,42.622950819672134,0,6,1,2,4,0.1490312965722802,0,0,0,0,1,0,0
VJ-00098,2025-02-02 08:00:00,2025-02-02 10:05:47.736998994,CHF-003,VEH-002,10.0,61.2,2455.0,5000,105,126,125.7956166499,2455.0,0,1610.0,617.0,345.0,2572.0,Camion Mediano,21,1,MEDIO,0.491,7.806289289267033,42.02614379084967,8,6,1,2,5,0.16339869281045752,1,0,0,1,0,0,0
VJ-00099,2025-02-02 16:00:00,2025-02-02 17:55:57.462390000,CHF-009,VEH-002,7.0,50.3,1959.0,3500,105,116,115.9577065,,1,1347.0,791.0,358.0,2496.0,Camion Mediano,11,0,BAJO,0.5597142857142857,7.580699752224563,49.62226640159046,16,6,1,2,5,0.13916500994035785,0,0,0,1,0,1,0
VJ-00100,2025-02-03 00:00:00,2025-02-03 01:00:00.000000000,CHF-004,VEH-005,3.0,54.5,2403.0,6000,90,60,60.0,2403.0,1,2149.0,610.0,150.0,2909.0,Camion Liviano,-30,0,BAJO,0.4005,7.784889295655098,53.37614678899082,0,0,0,2,9,0.05504587155963303,0,0,1,0,0,0,0
VJ-00101,2025-02-03 08:00:00,2025-02-03 09:05:28.716067350,CHF-003,VEH-004,3.0,28.2,1787.0,5000,60,65,65.4786011225,1787.0,1,1089.0,539.0,102.0,1730.0,Camion Mediano,5,0,BAJO,0.3574,7.488852955733459,61.347517730496456,8,0,0,2,6,0.10638297872340426,0,0,0,0,0,0,0
VJ-00102,2025-02-03 16:00:00,2025-02-03 17:31:17.796259092,CHF-001,VEH-004,11.0,53.8,1793.0,5000,90,91,91.2966043182,1793.0,1,1910.0,681.0,201.0,2792.0,Camion Mediano,1,0,BAJO,0.3586,7.492203042618741,51.89591078066915,16,0,0,2,10,0.20446096654275095,0,0,1,0,0,1,0
VJ-00103,2025-02-04 00:00:00,2025-02-04 01:07:27.001508202,CHF-005,VEH-007,5.0,27.5,1959.0,3500,60,67,67.4500251367,,1,797.0,752.0,339.0,1888.0,Furgon,7,0,BAJO,0.5597142857142857,7.580699752224563,68.65454545454546,0,1,0,2,5,0.18181818181818182,0,0,0,0,0,0,0
VJ-00104,2025-02-04 08:00:00,2025-02-04 09:59:05.506456182,CHF-005,VEH-005,2.0,45.7,2104.0,5000,90,119,119.0917742697,2104.0,0,1807.0,660.0,352.0,2819.0,Camion Liviano,29,1,MEDIO,0.4208,7.652070746116482,61.68490153172866,8,1,0,2,6,0.0437636761487965,1,0,1,0,0,0,0
VJ-00105,2025-02-04 16:00:00,2025-02-04 17:15:00.000000000,CHF-007,VEH-002,4.0,53.8,3481.0,6000,105,75,75.0,3481.0,1,1973.0,782.0,141.0,2896.0,Camion Mediano,-30,0,BAJO,0.5801666666666667,8.155362120328135,53.82899628252788,16,1,0,2,10,0.07434944237918216,0,0,0,1,0,1,0
VJ-00106,2025-02-05 00:00:00,2025-02-05 01:34:21.608300796,CHF-003,VEH-004,10.0,45.0,3376.0,6000,105,94,94.3601383466,3376.0,1,1430.0,691.0,332.0,2453.0,Camion Mediano,-11,0,BAJO,0.5626666666666666,8.124743020385568,54.51111111111111,0,2,0,2,7,0.2222222222222222,0,0,0,1,0,0,0
VJ-00107,2025-02-05 08:00:00,2025-02-05 09:55:38.178828618,CHF-009,VEH-003,7.0,45.0,621.0,3500,105,116,115.6363138103,621.0,1,1270.0,733.0,135.0,2138.0,Camion Mediano,11,0,BAJO,0.17742857142857144,6.432940092739179,47.51111111111111,8,2,0,2,6,0.15555555555555556,0,0,0,1,0,0,0
VJ-00108,2025-02-05 16:00:00,2025-02-05 17:16:31.878048588,CHF-009,VEH-007,2.0,48.5,2617.0,5000,105,77,76.5313008098,2617.0,1,1411.0,357.0,217.0,1985.0,Furgon,-28,0,BAJO,0.5234,7.870165946469845,40.92783505154639,16,2,0,2,7,0.041237113402061855,0,0,0,1,0,1,0
VJ-00109,2025-02-06 00:00:00,2025-02-06 01:41:34.024971900,CHF-006,VEH-003,9.0,42.8,1405.0,3500,75,102,101.567082865,1405.0,0,1132.0,666.0,400.0,2198.0,Camion Mediano,27,1,MEDIO,0.4014285714285714,7.2485040723706105,51.35514018691589,0,3,0,2,7,0.21028037383177572,1,1,0,0,0,0,0
VJ-00110,2025-02-06 08:00:00,2025-02-06 09:51:37.825141716,CHF-003,VEH-002,3.0,50.2,3209.0,4000,105,112,111.6304190286,3209.0,1,1935.0,520.0,158.0,2613.0,Camion Mediano,7,0,BAJO,0.80225,8.07402621612406,52.05179282868526,8,3,0,2,8,0.0597609561752988,0,0,0,1,0,0,0
VJ-00111,2025-02-06 16:00:00,2025-02-06 18:15:14.310704712,CHF-007,VEH-006,5.0,57.6,635.0,5000,120,135,135.23851174520001,635.0,1,1834.0,577.0,146.0,2557.0,Camion Liviano,15,0,BAJO,0.127,6.455198563340122,44.39236111111111,16,3,0,2,11,0.08680555555555555,0,0,0,0,1,1,0
VJ-00112,2025-02-07 00:00:00,2025-02-07 01:34:43.380845556,CHF-009,VEH-004,2.0,56.5,3308.0,4000,105,95,94.7230140926,3308.0,1,1584.0,627.0,227.0,2438.0,Camion Mediano,-10,0,BAJO,0.827,8.104401307921613,43.150442477876105,0,4,0,2,8,0.035398230088495575,0,0,0,1,0,0,0
VJ-00113,2025-02-07 08:00:00,2025-02-07 09:29:38.864785164,CHF-005,VEH-001,8.0,38.2,3012.0,4000,75,90,89.6477464194,3012.0,1,1130.0,785.0,286.0,2201.0,Camion Mediano,15,0,BAJO,0.753,8.0106915391303,57.617801047120416,8,4,0,2,7,0.20942408376963348,0,1,0,0,0,0,0
VJ-00114,2025-02-07 16:00:00,2025-02-07 17:34:13.949280468,CHF-004,VEH-006,6.0,39.4,853.0,4000,75,94,94.2324880078,853.0,0,1327.0,792.0,380.0,2499.0,Camion Liviano,19,1,MEDIO,0.21325,6.74993119378857,63.4263959390863,16,4,0,2,10,0.15228426395939088,1,1,0,0,0,1,0
VJ-00115,2025-02-08 00:00:00,2025-02-08 01:19:11.508261750,CHF-007,VEH-002,10.0,38.1,679.0,3500,75,79,79.19180436250001,679.0,1,1054.0,444.0,394.0,1892.0,Camion Mediano,4,0,BAJO,0.194,6.522092798170152,49.658792650918635,0,5,1,2,12,0.26246719160104987,0,1,0,0,0,0,0
VJ-00116,2025-02-08 08:00:00,2025-02-08 09:19:13.152964116,CHF-005,VEH-007,5.0,39.7,3004.0,4000,75,79,79.21921606859999,3004.0,1,1503.0,667.0,121.0,2291.0,Furgon,4,0,BAJO,0.751,8.008032846969307,57.70780856423173,8,5,1,2,8,0.12594458438287154,0,1,0,0,0,0,0
VJ-00117,2025-02-08 16:00:00,2025-02-08 17:34:51.970698426,CHF-005,VEH-007,4.0,47.1,967.0,3500,90,95,94.8661783071,967.0,1,1713.0,675.0,141.0,2529.0,Furgon,5,0,BAJO,0.2762857142857143,6.875232087276577,53.69426751592356,16,5,1,2,9,0.08492569002123142,0,0,1,0,0,1,0
VJ-00118,2025-02-09 00:00:00,2025-02-09 01:14:27.587114082,CHF-005,VEH-003,3.0,45.0,1959.0,5000,90,74,74.45978523469999,,1,1432.0,473.0,337.0,2242.0,Camion Mediano,-16,0,BAJO,0.3918,7.580699752224563,49.82222222222222,0,6,1,2,10,0.06666666666666667,0,0,1,0,0,0,0
VJ-00119,2025-02-09 08:00:00,2025-02-09 09:57:20.669025342,CHF-004,VEH-005,4.0,63.3,3247.0,5000,120,117,117.3444837557,3247.0,1,1993.0,362.0,181.0,2536.0,Camion Liviano,-3,0,BAJO,0.6494,8.085794701281568,40.06319115323855,8,6,1,2,11,0.06319115323854661,0,0,0,0,1,0,0
VJ-00120,2025-02-09 16:00:00,2025-02-09 17:27:15.275664953,CHF-009,VEH-005,6.0,40.1,2202.0,6000,90,87,87.25459441588333,2202.0,1,1380.0,320.0,365.0,2065.0,Camion Liviano,-3,0,BAJO,0.367,7.697575346802343,51.49625935162094,16,6,1,2,9,0.14962593516209477,0,0,1,0,0,1,0
VJ-00121,2025-02-10 00:00:00,2025-02-10 01:21:54.065373504,CHF-006,VEH-006,2.0,30.8,1692.0,3500,75,82,81.90108955839999,1692.0,1,1040.0,689.0,299.0,2028.0,Camion Liviano,7,0,BAJO,0.48342857142857143,7.4342573821331355,65.84415584415584,0,0,0,2,8,0.06493506493506493,0,1,0,0,0,0,0
VJ-00122,2025-02-10 08:00:00,2025-02-10 10:02:59.810186664,CHF-006,VEH-001,6.0,51.7,1835.0,3500,105,123,122.9968364444,1835.0,0,1796.0,545.0,134.0,2475.0,Camion Mediano,18,1,MEDIO,0.5242857142857142,7.515344571180436,47.87234042553191,8,0,0,2,9,0.11605415860735009,1,0,0,1,0,0,0
VJ-00123,2025-02-10 16:00:00,2025-02-10 17:25:56.781031464,CHF-008,VEH-003,10.0,52.4,689.0,3500,105,86,85.9463505244,689.0,1,1376.0,793.0,350.0,2519.0,Camion Mediano,-19,0,BAJO,0.19685714285714287,6.536691597591305,48.07251908396947,16,0,0,2,4,0.19083969465648856,0,0,0,1,0,1,0
VJ-00124,2025-02-11 00:00:00,2025-02-11 01:12:44.990247252,CHF-005,VEH-002,9.0,34.5,3406.0,4000,75,73,72.74983745419999,3406.0,1,1078.0,532.0,153.0,1763.0,Camion Mediano,-2,0,BAJO,0.8515,8.133587417660966,51.10144927536232,0,1,0,2,11,0.2608695652173913,0,1,0,0,0,0,0
VJ-00125,2025-02-11 08:00:00,2025-02-11 09:26:39.971991474,CHF-002,VEH-006,8.0,32.2,1432.0,4000,60,87,86.6661998579,1432.0,0,825.0,789.0,227.0,1841.0,Camion Liviano,27,1,MEDIO,0.358,7.267525427828172,57.17391304347826,8,1,0,2,11,0.24844720496894407,1,0,0,0,0,0,0
VJ-00126,2025-02-11 16:00:00,2025-02-11 17:01:36.924712884,CHF-011,VEH-001,10.0,31.3,1068.0,3500,75,62,61.6154118814,1068.0,1,1014.0,506.0,266.0,1786.0,Camion Mediano,-13,0,BAJO,0.30514285714285716,6.974478911025045,57.06070287539936,16,1,0,2,9,0.3194888178913738,0,1,0,0,0,1,0
VJ-00127,2025-02-12 00:00:00,2025-02-12 01:15:11.969981328,CHF-001,VEH-005,9.0,43.0,1358.0,6000,90,75,75.1994996888,1358.0,1,1288.0,697.0,250.0,2235.0,Camion Liviano,-15,0,BAJO,0.22633333333333333,7.214504414151143,51.97674418604651,0,2,0,2,11,0.20930232558139536,0,0,1,0,0,0,0
VJ-00128,2025-02-12 08:00:00,2025-02-12 09:48:38.490687180,CHF-007,VEH-006,8.0,49.1,3393.0,4000,105,109,108.641511453,3393.0,1,1334.0,342.0,306.0,1982.0,Camion Liviano,4,0,BAJO,0.84825,8.129764445794171,40.366598778004075,8,2,0,2,13,0.1629327902240326,0,0,0,1,0,0,0
VJ-00129,2025-02-12 16:00:00,2025-02-12 17:30:11.936005722,CHF-004,VEH-008,10.0,37.8,783.0,4000,75,90,90.1989334287,783.0,1,1004.0,578.0,296.0,1878.0,Furgon,15,0,BAJO,0.19575,6.664409020350408,49.682539682539684,16,2,0,2,12,0.2645502645502646,0,1,0,0,0,1,0
VJ-00130,2025-02-13 00:00:00,2025-02-13 01:45:12.340140006,CHF-003,VEH-003,3.0,53.4,3102.0,6000,105,105,105.2056690001,3102.0,1,1806.0,701.0,398.0,2905.0,Camion Mediano,0,0,BAJO,0.517,8.04012466444838,54.40074906367041,0,3,0,2,9,0.056179775280898875,0,0,0,1,0,0,0
VJ-00131,2025-02-13 08:00:00,2025-02-13 09:38:55.277437674,CHF-001,VEH-001,10.0,33.0,2624.0,6000,75,99,98.92129062789999,2624.0,0,909.0,762.0,400.0,2071.0,Camion Mediano,24,1,MEDIO,0.43733333333333335,7.872836175025724,62.75757575757576,8,3,0,2,12,0.30303030303030304,1,1,0,0,0,0,0
VJ-00132,2025-02-13 16:00:00,2025-02-13 17:30:25.337501172,CHF-011,VEH-006,4.0,41.6,2990.0,4000,75,90,90.4222916862,2990.0,1,1617.0,711.0,255.0,2583.0,Camion Liviano,15,0,BAJO,0.7475,8.003363058629947,62.09134615384615,16,3,0,2,10,0.09615384615384615,0,1,0,0,0,1,0
VJ-00133,2025-02-14 00:00:00,2025-02-14 01:45:09.165672240,CHF-006,VEH-001,9.0,45.3,1959.0,5000,90,105,105.152761204,,1,1527.0,318.0,129.0,1974.0,Camion Mediano,15,0,BAJO,0.3918,7.580699752224563,43.576158940397356,0,4,0,2,10,0.19867549668874174,0,0,1,0,0,0,0
VJ-00134,2025-02-14 08:00:00,2025-02-14 09:24:58.445821428,CHF-005,VEH-001,7.0,28.5,3026.0,3500,75,85,84.9740970238,3026.0,1,861.0,486.0,318.0,1665.0,Camion Mediano,10,0,BAJO,0.8645714285714285,8.01532730902172,58.421052631578945,8,4,0,2,12,0.24561403508771928,0,1,0,0,0,0,0
VJ-00135,2025-02-14 16:00:00,2025-02-14 18:26:53.865348372,CHF-009,VEH-008,6.0,42.2,3330.0,4000,105,147,146.89775580620002,3330.0,0,1429.0,324.0,393.0,2146.0,Furgon,42,1,ALTO,0.8325,8.11102783819368,50.85308056872037,16,4,0,2,10,0.14218009478672985,2,0,0,1,0,1,0
VJ-00136,2025-02-15 00:00:00,2025-02-15 01:56:18.425376024,CHF-001,VEH-007,2.0,59.9,881.0,5000,120,116,116.3070896004,881.0,1,1518.0,355.0,195.0,2068.0,Furgon,-4,0,BAJO,0.1762,6.782192056006791,34.524207011686144,0,5,1,2,13,0.0333889816360601,0,0,0,0,1,0,0
VJ-00137,2025-02-15 08:00:00,2025-02-15 09:15:00.000000000,CHF-007,VEH-006,5.0,50.9,2887.0,5000,105,75,75.0,2887.0,1,2004.0,638.0,238.0,2880.0,Camion Liviano,-30,0,BAJO,0.5774,7.968319500012717,56.581532416502945,8,5,1,2,14,0.09823182711198429,0,0,0,1,0,0,0
VJ-00138,2025-02-15 16:00:00,2025-02-15 17:58:52.594710438,CHF-006,VEH-007,6.0,44.5,2137.0,3500,90,119,118.87657850730001,2137.0,0,1434.0,657.0,227.0,2318.0,Furgon,29,1,MEDIO,0.6105714285714285,7.6676260915849905,52.08988764044944,16,5,1,2,11,0.1348314606741573,1,0,1,0,0,1,0
VJ-00139,2025-02-16 00:00:00,2025-02-16 01:51:45.684614568,CHF-007,VEH-001,11.0,59.9,2130.0,5000,120,112,111.7614102428,2130.0,1,2201.0,687.0,115.0,3003.0,Camion Mediano,-8,0,BAJO,0.426,7.664346632098617,50.13355592654424,0,6,1,2,15,0.18363939899833057,0,0,0,0,1,0,0
VJ-00140,2025-02-16 08:00:00,2025-02-16 09:16:56.510879892,CHF-002,VEH-001,11.0,39.1,3197.0,5000,75,77,76.9418479982,3197.0,1,1026.0,733.0,302.0,2061.0,Camion Mediano,2,0,BAJO,0.6394,8.0702808933939,52.71099744245524,8,6,1,2,12,0.2813299232736573,0,1,0,0,0,0,0
VJ-00141,2025-02-16 16:00:00,2025-02-16 17:23:34.314739650,CHF-012,VEH-003,7.0,32.7,3415.0,5000,60,84,83.5719123275,3415.0,0,1056.0,670.0,206.0,1932.0,Camion Mediano,24,1,MEDIO,0.683,8.13622555490846,59.08256880733944,16,6,1,2,15,0.21406727828746175,1,0,0,0,0,1,0
VJ-00142,2025-02-17 00:00:00,2025-02-17 01:31:09.559695654,CHF-003,VEH-001,11.0,54.4,2615.0,6000,120,91,91.15932826090001,2615.0,1,1760.0,700.0,336.0,2796.0,Camion Mediano,-29,0,BAJO,0.43583333333333335,7.86940171257709,51.39705882352941,0,0,0,2,10,0.20220588235294118,0,0,0,0,1,0,0
VJ-00143,2025-02-17 08:00:00,2025-02-17 09:37:28.221008766,CHF-009,VEH-008,6.0,54.1,1949.0,4000,120,97,97.47035014609999,1949.0,1,2114.0,324.0,350.0,2788.0,Furgon,-23,0,BAJO,0.48725,7.575584651557793,51.53419593345656,8,0,0,2,11,0.11090573012939002,0,0,0,0,1,0,0
VJ-00144,2025-02-17 16:00:00,2025-02-17 16:46:10.619827914,CHF-009,VEH-001,6.0,32.5,1869.0,4000,75,46,46.176997131899995,1869.0,1,1091.0,417.0,346.0,1854.0,Camion Mediano,-29,0,BAJO,0.46725,7.533693709848633,57.04615384615385,16,0,0,2,12,0.18461538461538463,0,1,0,0,0,1,0
VJ-00145,2025-02-18 00:00:00,2025-02-18 00:45:42.332806770,CHF-005,VEH-005,10.0,29.4,1659.0,4000,60,46,45.7055467795,1659.0,1,944.0,611.0,225.0,1780.0,Camion Liviano,-14,0,BAJO,0.41475,7.414572881350589,60.544217687074834,0,1,0,2,13,0.3401360544217687,0,0,0,0,0,0,0
VJ-00146,2025-02-18 08:00:00,2025-02-18 09:07:54.807534498,CHF-002,VEH-007,8.0,34.2,1585.0,6000,60,68,67.9134589083,1585.0,1,992.0,729.0,196.0,1917.0,Furgon,8,0,BAJO,0.26416666666666666,7.368970402194793,56.05263157894736,8,1,0,2,13,0.23391812865497075,0,0,0,0,0,0,0
VJ-00147,2025-02-18 16:00:00,2025-02-18 17:39:26.122870236,CHF-004,VEH-006,7.0,42.8,1675.0,6000,90,99,99.43538117060001,1675.0,1,1283.0,302.0,325.0,1910.0,Camion Liviano,9,0,BAJO,0.2791666666666667,7.424165281042028,44.62616822429907,16,1,0,2,13,0.1635514018691589,0,0,1,0,0,1,0
VJ-00148,2025-02-19 00:00:00,2025-02-19 02:04:58.376113674,CHF-010,VEH-002,6.0,47.5,769.0,3500,120,125,124.97293522790001,769.0,1,1558.0,557.0,340.0,2455.0,Camion Mediano,5,0,BAJO,0.21971428571428572,6.646390514847729,51.68421052631579,0,2,0,2,7,0.12631578947368421,0,0,0,0,1,0,0
VJ-00149,2025-02-19 08:00:00,2025-02-19 08:34:34.212845394,CHF-011,VEH-004,9.0,19.5,732.0,4000,60,35,34.5702140899,732.0,1,616.0,639.0,247.0,1502.0,Camion Mediano,-25,0,BAJO,0.183,6.597145701886651,77.02564102564102,8,2,0,2,11,0.46153846153846156,0,0,0,0,0,0,0
VJ-00150,2025-02-19 16:00:00,2025-02-19 17:00:00.000000000,CHF-012,VEH-005,9.0,40.8,2840.0,6000,90,60,60.0,2840.0,1,1033.0,315.0,368.0,1716.0,Camion Liviano,-30,0,BAJO,0.47333333333333333,7.951911381854188,42.05882352941177,16,2,0,2,16,0.22058823529411767,0,0,1,0,0,1,0
VJ-00151,2025-02-20 00:00:00,2025-02-20 01:00:58.701872220,CHF-003,VEH-007,6.0,25.2,1838.0,5000,60,61,60.978364537,1838.0,1,942.0,501.0,143.0,1586.0,Furgon,1,0,BAJO,0.3676,7.516977224604321,62.93650793650794,0,3,0,2,11,0.2380952380952381,0,0,0,0,0,0,0
VJ-00152,2025-02-20 08:00:00,2025-02-20 09:51:30.481883670,CHF-008,VEH-004,2.0,58.0,3292.0,6000,120,112,111.5080313945,3292.0,1,2230.0,748.0,364.0,3342.0,Camion Mediano,-8,0,BAJO,0.5486666666666666,8.099554282376364,57.62068965517241,8,3,0,2,5,0.034482758620689655,0,0,0,0,1,0,0
VJ-00153,2025-02-20 16:00:00,2025-02-20 17:08:16.136633453,CHF-002,VEH-003,3.0,45.0,2337.0,5000,60,68,68.26894389088334,2337.0,1,1084.0,636.0,129.0,1849.0,Camion Mediano,8,0,BAJO,0.4674,7.757051142032013,41.08888888888889,16,3,0,2,14,0.06666666666666667,0,0,0,0,0,1,0
VJ-00154,2025-02-21 00:00:00,2025-02-21 02:12:38.109916320,CHF-009,VEH-007,3.0,58.4,606.0,6000,120,133,132.635165272,606.0,1,1945.0,419.0,146.0,2510.0,Furgon,13,0,BAJO,0.101,6.408528791059498,42.97945205479452,0,4,0,2,13,0.051369863013698634,0,0,0,0,1,0,0
VJ-00155,2025-02-21 08:00:00,2025-02-21 09:17:29.300746626,CHF-005,VEH-008,6.0,43.2,973.0,6000,75,77,77.4883457771,973.0,1,1150.0,726.0,260.0,2136.0,Furgon,2,0,BAJO,0.16216666666666665,6.881411303642535,49.44444444444444,8,4,0,2,14,0.13888888888888887,0,1,0,0,0,0,0
VJ-00156,2025-02-21 16:00:00,2025-02-21 17:58:40.943732208,CHF-009,VEH-004,8.0,48.6,1117.0,4000,105,119,118.6823955368,1117.0,1,1705.0,474.0,120.0,2299.0,Camion Mediano,14,0,BAJO,0.27925,7.0192966537150445,47.30452674897119,16,4,0,2,14,0.1646090534979424,0,0,0,1,0,1,0
