km_ruta,log_km,vel_max,vel_prom,t_est_min,hora_inicio,dia_semana_num,es_fin_semana,mes,n_paradas,densidad_paradas,costo_estimado,costo_km_est,ruta_Cibao-Norte,ruta_Cibao-Sur,ruta_Este-Turístico,ruta_La-Romana,ruta_Nordeste,ruta_Norte,ruta_Otras,ruta_SD-Centro,ruta_SD-Este,ruta_SD-Norte,ruta_SD-Oeste,ruta_Santiago,ruta_Sur,franja_horaria_NOCHE,franja_horaria_TARDE
149.250441,5.012303509,90,54.9,167,7,4,0,7,1,0.0067,8552.82,57.3052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.341758,1.847156017,57,29.1,136,11,6,1,3,1,0.1872,1463.16,273.9098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
246.446073,5.511192671,86,51.0,52,12,3,0,12,1,0.0041,13341.17,54.1342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
228.743114,5.436961789,107,68.3,189,1,3,0,12,1,0.0044,12469.03,54.5111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58.30861,4.082754489,104,81.4,57,6,6,1,1,1,0.0172,4072.57,69.8451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.527956,4.212541675,96,67.7,166,6,3,0,8,1,0.015,4477.5,67.3025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151.79237,5.029079941,104,74.0,127,1,5,1,9,1,0.0066,8678.05,57.1705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.789086,3.034428137,61,25.3,57,17,2,0,8,1,0.0505,2174.91,109.9045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16.290098,2.850133968,56,24.4,54,17,0,0,11,1,0.0614,2002.53,122.9293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
224.824986,5.419760301,109,68.5,152,3,1,0,7,1,0.0044,12276.0,54.6025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155.352388,5.052112357,107,66.1,129,1,4,0,2,1,0.0064,8853.44,56.9894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.987933,3.257632315,47,22.7,57,18,0,0,6,1,0.04,2431.03,97.2882,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6.484963,2.012896075,57,18.5,20,14,2,0,7,1,0.1542,1519.48,234.3082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45.206216,3.833114334,98,45.2,43,14,4,0,6,1,0.0221,3427.08,75.8099,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14.753484,2.757061547,82,63.2,85,9,4,0,2,1,0.0678,1926.83,130.6017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.578982,3.117019474,77,39.2,54,7,5,1,6,1,0.0463,2263.09,104.8747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.991681,2.995316237,82,25.3,34,12,2,0,5,1,0.0527,2135.63,112.4508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31.373112,3.477328202,63,29.9,57,19,3,0,10,1,0.0319,2745.6,87.5144,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6.63923,2.033296813,66,28.5,63,7,2,0,3,1,0.1506,1527.08,230.0086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341.971748,5.837648076,121,67.9,64,3,3,0,2,1,0.0029,18047.24,52.7741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26.181334,3.302530488,73,25.3,24,15,2,0,6,1,0.0382,2489.82,95.0991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
84.168091,4.444626845,90,67.3,117,8,6,1,11,1,0.0119,5346.54,63.5222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201.016747,5.3083506,94,65.5,169,1,2,0,8,1,0.005,11103.09,55.2347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209.594449,5.349934241,97,62.9,137,7,0,0,2,1,0.0048,11525.67,54.9903,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.251051,2.957565657,73,23.8,45,10,1,0,11,1,0.0548,2099.14,115.0147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
239.197691,5.481462297,82,51.8,156,10,2,0,4,1,0.0042,12984.07,54.2818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.16795,1.81936653,69,34.5,27,7,5,1,3,1,0.1935,1454.6,281.4656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.403426,2.241074091,59,28.0,17,12,3,0,3,1,0.119,1613.99,192.0633,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11.73534,2.544380806,72,29.3,27,20,1,0,11,1,0.0852,1778.14,151.5201,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12.518025,2.60402398,78,20.9,25,6,0,0,6,1,0.0799,1816.7,145.1267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
157.321176,5.064625729,120,67.9,110,6,2,0,9,1,0.0064,8950.43,56.8927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.361993,1.850341693,50,23.0,28,20,0,0,2,1,0.1865,1464.16,273.0626,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13.071439,2.64414714,60,23.1,55,12,5,1,8,1,0.0765,1843.96,141.0679,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.194253,2.500964775,87,25.8,29,21,3,0,7,1,0.0893,1751.48,156.4624,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
22.445756,3.154689498,87,39.6,28,5,1,0,11,1,0.0446,2305.79,102.7272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
191.535634,5.260281248,85,54.2,180,3,2,0,4,1,0.0052,10636.0,55.5301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147.613564,5.001349407,114,60.7,134,6,2,0,7,1,0.0068,8472.18,57.3943,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226.595316,5.427569122,116,55.9,317,7,0,0,12,1,0.0044,12363.22,54.5608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189.547432,5.24990115,103,52.4,82,8,1,0,2,1,0.0053,10538.05,55.5958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
199.260511,5.299619074,107,75.7,146,1,4,0,10,1,0.005,11016.57,55.2873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158.219633,5.070284589,113,73.6,144,3,3,0,9,1,0.0063,8994.69,56.8494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33.019944,3.526946941,87,30.5,138,8,2,0,11,1,0.0303,2826.73,85.6067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188.407908,5.243902933,96,71.5,164,7,2,0,3,1,0.0053,10481.92,55.6342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67.749368,4.230467544,83,53.5,156,7,4,0,11,1,0.0148,4537.67,66.9773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43.042424,3.785153351,105,71.7,188,11,5,1,2,1,0.0232,3320.49,77.1446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11.35056,2.513701406,82,29.6,27,20,3,0,10,1,0.0881,1759.19,154.9871,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5.888257,1.929818078,53,32.1,20,20,0,0,4,1,0.1698,1490.08,253.0596,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
154.30058,5.045362465,94,57.9,151,3,2,0,5,1,0.0065,8801.62,57.042,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13.94724,2.704526667,77,27.0,35,15,2,0,4,1,0.0717,1887.11,135.3035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
231.803655,5.450195416,120,65.0,82,15,3,0,11,1,0.0043,12619.81,54.4418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26.582899,3.317195979,92,42.0,28,5,0,0,12,1,0.0376,2509.61,94.4069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.64754,3.120051237,75,31.7,29,11,0,0,5,1,0.0462,2266.47,104.6987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.834585,1.921995751,57,25.0,29,13,4,0,4,1,0.1714,1487.44,254.935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80.088147,4.395536798,92,62.4,36,12,4,0,8,1,0.0125,5145.54,64.2485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19.713883,3.030804152,38,13.1,108,10,4,0,11,1,0.0507,2171.2,110.1356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.935627,1.936671461,55,20.9,23,21,2,0,4,1,0.1685,1492.42,251.4343,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
228.816766,5.437282322,111,71.5,192,1,5,1,1,1,0.0044,12472.66,54.5094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.124911,2.647939976,79,43.7,32,7,2,0,9,1,0.0762,1846.6,140.6943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104.583235,4.659499599,103,65.4,56,6,4,0,2,1,0.0096,6352.29,60.7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.408075,2.667788813,63,35.0,47,7,3,0,10,1,0.0746,1860.55,138.7634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11.436138,2.520606589,73,29.8,34,11,3,0,3,1,0.0874,1763.4,154.1954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27.957224,3.365819707,82,45.3,28,4,0,0,12,1,0.0358,2577.31,92.1876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
154.102823,5.044088271,97,61.2,142,3,4,0,10,1,0.0065,8791.88,57.052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.167693,1.969583846,57,23.1,25,11,4,0,5,1,0.1621,1503.85,243.827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.61355,2.263173562,67,25.8,61,9,1,0,9,1,0.1161,1624.35,188.5808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228.734761,5.43692543,120,67.9,196,1,5,1,7,1,0.0044,12468.62,54.5113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115.354068,4.756637853,90,56.3,198,3,2,0,12,1,0.0087,6882.92,59.6678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.483438,2.138115792,65,24.9,26,15,5,1,6,1,0.1336,1568.67,209.6189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13.564563,2.678591387,68,15.4,20,16,1,0,6,1,0.0737,1868.26,137.7309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
89.157166,4.501554436,89,43.8,70,7,4,0,8,1,0.0112,5592.33,62.7244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142.055662,4.963233799,96,60.4,86,2,2,0,8,1,0.007,8198.37,57.7124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.944015,2.829914674,50,24.5,43,19,0,0,5,1,0.0627,1985.48,124.5282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23.004525,3.178242354,67,21.2,64,7,4,0,1,1,0.0435,2333.32,101.4287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.566701,3.962082858,108,60.7,175,7,5,1,6,1,0.0194,3740.43,72.5358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.871759,2.38616851,85,49.4,33,6,5,1,12,1,0.1013,1686.33,170.8237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.799512,2.054061168,80,34.0,27,10,4,0,10,1,0.1471,1534.98,225.7486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.458298,2.246892451,51,26.7,54,21,5,1,1,1,0.1182,1616.7,191.1377,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6.967689,2.075394488,49,18.2,28,8,2,0,12,1,0.1435,1543.26,221.4881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.337466,3.106265358,60,34.6,123,2,1,0,8,1,0.0469,2251.19,105.5041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.519384,2.527278163,66,18.7,48,19,3,0,3,1,0.0868,1767.5,153.437,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
194.460728,5.275359479,89,65.9,163,6,2,0,6,1,0.0051,10780.11,55.4359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86.610495,4.472900797,90,63.4,89,6,4,0,8,1,0.0115,5466.87,63.1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.221472,4.764065069,94,61.7,118,7,2,0,12,1,0.0086,6925.65,59.5901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.794989,2.281870928,97,40.6,33,5,5,1,8,1,0.1137,1633.29,185.7069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
212.299272,5.362696212,96,69.2,136,6,6,1,7,1,0.0047,11658.92,54.9174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93.424935,4.54780518,89,45.9,91,6,4,0,5,1,0.0107,5802.58,62.1095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.965467,3.133991653,88,59.9,179,5,2,0,2,1,0.0455,2282.13,103.8963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.17474,2.101048912,61,39.1,24,10,0,0,6,1,0.1394,1553.46,216.518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124.869537,4.83524595,97,58.5,146,7,2,0,8,1,0.008,7351.7,58.875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.760917,2.049100497,62,45.1,47,2,6,1,5,1,0.1479,1533.08,226.7562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.605092,2.451443967,75,30.3,28,10,3,0,6,1,0.0943,1722.46,162.4182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18.769404,2.98413549,77,27.5,29,12,2,0,6,1,0.0533,2124.67,113.1986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8.648875,2.266841328,70,30.5,57,22,3,0,9,1,0.1156,1626.09,188.0117,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6.525236,2.018262172,39,17.0,53,18,1,0,3,1,0.1533,1521.47,233.167,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
156.089276,5.056814281,96,54.4,106,6,4,0,11,1,0.0064,8889.74,56.9529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144.14887,4.977759905,114,75.9,140,6,6,1,7,1,0.0069,8301.49,57.5897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.627607,2.976937096,86,33.9,32,11,5,1,8,1,0.0537,2117.69,113.6856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.13188,1.964574874,46,23.0,40,13,2,0,4,1,0.1631,1502.09,244.964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.312394,3.059288781,93,29.7,38,6,4,0,7,1,0.0492,2200.69,108.3422,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.933571,1.936374976,67,23.7,48,10,1,0,9,1,0.1685,1492.32,251.5045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208.491353,5.344682464,87,61.9,143,2,5,1,6,1,0.0048,11471.33,55.0207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22.443738,3.154603423,46,22.1,56,21,1,0,3,1,0.0446,2305.69,102.732,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7.026297,2.082723276,65,18.3,28,18,1,0,2,1,0.1423,1546.15,220.0519,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31.730187,3.488297802,93,42.3,48,9,4,0,5,1,0.0315,2763.19,87.0839,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143.535481,4.973525021,92,57.8,108,7,1,0,11,1,0.007,8271.28,57.6253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207.963825,5.342161151,103,73.8,166,1,3,0,8,1,0.0048,11445.34,55.0352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30.421392,3.447488935,74,26.8,57,19,5,1,10,1,0.0329,2698.71,88.7109,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
124.67536,4.833702074,95,60.8,131,7,5,1,10,1,0.008,7342.13,58.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.208983,3.144539402,74,25.6,44,10,3,0,12,1,0.045,2294.13,103.2974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.194971,2.844616957,76,34.7,27,12,0,0,2,1,0.0617,1997.85,123.3624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19.844842,3.037106532,74,31.3,61,15,4,0,10,1,0.0504,2177.66,109.7343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.57885,1.883859958,40,16.7,37,12,1,0,10,1,0.1792,1474.84,264.3627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22.870997,3.172664207,71,33.5,34,13,0,0,3,1,0.0437,2326.74,101.7332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.140278,1.814870018,62,25.7,43,11,1,0,2,1,0.1945,1453.24,282.7162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.097195,2.091517705,34,16.4,50,16,5,1,12,1,0.1409,1549.64,218.3454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6.71552,2.043233885,50,23.7,94,9,2,0,2,1,0.1489,1530.84,227.9555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.967576,2.636738644,60,25.9,41,13,1,0,5,1,0.0771,1838.85,141.8037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.116732,2.494587307,83,74.1,44,17,2,0,7,1,0.09,1747.67,157.2108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
193.865352,5.272308817,100,50.8,138,6,0,0,9,1,0.0052,10750.78,55.4549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9.190728,2.321478287,63,27.6,22,13,3,0,5,1,0.1088,1652.78,179.8312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6.080298,1.957315997,54,28.1,24,10,0,0,6,1,0.1645,1499.55,246.6244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16.321682,2.851959012,50,20.8,43,18,0,0,4,1,0.0613,2004.09,122.787,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
148.2363,5.005530956,103,61.3,170,1,6,1,2,1,0.0067,8502.86,57.3602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186.033819,5.231289451,94,68.5,157,7,5,1,10,1,0.0054,10364.96,55.7155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.387311,2.239358884,75,29.6,18,13,3,0,2,1,0.1192,1613.2,192.3382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5.979091,1.942918679,45,18.9,58,21,4,0,9,1,0.1672,1494.56,249.9644,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
50.457742,3.940760927,99,53.1,142,9,2,0,6,1,0.0198,3685.8,73.0473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.796363,2.053657343,69,31.4,28,11,4,0,10,1,0.1471,1534.82,225.8296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67.829522,4.231632752,84,69.0,107,12,1,0,6,1,0.0147,4541.62,66.9564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78.008662,4.369557492,85,48.8,135,9,4,0,12,1,0.0128,5043.1,64.6479,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.96822,1.941359812,66,29.8,50,13,1,0,4,1,0.1676,1494.02,250.3292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
248.411904,5.519105763,96,62.1,98,19,3,0,2,1,0.004,13438.01,54.0957,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10.536866,2.445547647,53,24.3,30,9,0,0,1,1,0.0949,1719.1,163.151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15.50685,2.803775446,54,27.4,157,10,1,0,11,1,0.0645,1963.94,126.6498,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13.749036,2.691177725,47,23.6,167,11,1,0,7,1,0.0727,1877.35,136.5441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.329173,2.852391382,55,25.8,50,15,6,1,4,1,0.0612,2004.46,122.7533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.502216,3.068156,99,58.6,39,14,3,0,4,1,0.0488,2210.04,107.7952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
188.505089,5.244415879,94,65.4,164,7,5,1,3,1,0.0053,10486.7,55.6309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
192.132979,5.263378962,95,67.8,174,2,2,0,4,1,0.0052,10665.43,55.5107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.518977,2.527245653,69,23.0,28,18,6,1,2,1,0.0868,1767.48,153.4407,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10.594841,2.450560258,70,28.9,31,10,1,0,9,1,0.0944,1721.95,162.5272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166.235344,5.119402066,96,45.8,157,7,0,0,11,1,0.006,9389.58,56.4837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.639425,2.033322339,50,15.9,86,16,2,0,2,1,0.1506,1527.09,230.0034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
108.623765,4.697054185,82,53.9,91,23,4,0,3,1,0.0092,6551.35,60.3123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36.547076,3.625595506,89,48.7,132,3,2,0,7,1,0.0274,3000.49,82.0993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103.526996,4.649445373,119,82.8,112,9,2,0,11,1,0.0097,6300.26,60.8562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.877148,3.130138508,78,36.5,28,6,2,0,10,1,0.0457,2277.78,104.1169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136.714998,4.925186318,98,62.6,68,8,1,0,7,1,0.0073,7935.26,58.0424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
205.359383,5.329619226,90,57.3,115,6,3,0,10,1,0.0049,11317.03,55.1084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113.888502,4.74396211,83,61.6,87,6,4,0,5,1,0.0088,6810.72,59.8016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147.430261,5.000115225,90,50.5,166,7,2,0,7,1,0.0068,8463.15,57.4044,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.868785,2.062903667,67,34.3,25,9,0,0,5,1,0.1456,1538.39,223.9683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32.096779,3.499435966,84,52.0,92,12,1,0,7,1,0.0312,2781.25,86.652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153.203862,5.038275506,97,48.6,112,7,4,0,10,1,0.0065,8747.59,57.0977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25.011419,3.258535634,51,24.2,101,5,1,0,3,1,0.04,2432.19,97.2432,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.99199,2.772087972,94,50.0,29,21,0,0,7,1,0.0667,1938.58,129.3077,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74.481697,4.323890203,95,62.9,71,15,1,0,7,1,0.0134,4869.34,65.3763,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
134.632015,4.909945446,90,49.9,56,7,1,0,4,1,0.0074,7832.65,58.1782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147.831371,5.002813927,86,54.1,114,7,2,0,4,1,0.0068,8482.91,57.3823,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202.131593,5.31385401,96,63.5,171,22,4,0,3,1,0.0049,11158.01,55.2017,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10.739013,2.462917739,62,28.0,28,20,0,0,8,1,0.0931,1729.06,161.0073,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5.011055,1.793600274,37,15.8,155,10,2,0,12,1,0.1996,1446.87,288.7356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208.046958,5.342558906,89,65.7,167,1,4,0,2,1,0.0048,11449.43,55.0329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112.291547,4.729964558,125,56.6,90,10,3,0,3,1,0.0089,6732.04,59.9514,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16.227469,2.846505145,55,26.3,39,19,4,0,3,1,0.0616,1999.45,123.2139,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10.889797,2.475680637,69,34.4,35,5,1,0,8,1,0.0918,1736.49,159.4603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.814359,3.082568423,78,24.5,84,16,4,0,9,1,0.048,2225.42,106.9175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11.722844,2.543399118,55,23.4,54,20,0,0,12,1,0.0853,1777.53,151.6296,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28.007865,3.367567,69,50.9,39,13,4,0,4,1,0.0357,2579.81,92.1102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.604038,2.451353141,71,22.7,45,17,5,1,12,1,0.0943,1722.41,162.4296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
187.984195,5.241663387,90,67.9,163,6,5,1,8,1,0.0053,10461.04,55.6485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.601839,2.45116362,69,19.9,41,12,4,0,2,1,0.0943,1722.3,162.4529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
167.0233,5.12410266,84,56.0,131,1,4,0,8,1,0.006,9428.4,56.4496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.842959,1.92322024,53,19.5,27,8,0,0,10,1,0.1711,1487.85,254.6398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.28318,1.98556758,54,23.6,55,22,1,0,2,1,0.1592,1509.54,240.251,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
17.240008,2.903617423,64,33.4,58,11,1,0,4,1,0.058,2049.33,118.8706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11.821053,2.551088585,67,13.4,33,6,4,0,3,1,0.0846,1782.36,150.7784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.459409,2.347501956,83,47.3,35,6,5,1,12,1,0.1057,1666.02,176.1231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233.073763,5.455636292,103,62.2,135,7,2,0,7,1,0.0043,12682.38,54.4136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.674945,2.979345999,81,20.7,32,6,3,0,1,1,0.0535,2120.02,113.5222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.237983,2.41929938,66,12.0,38,7,4,0,9,1,0.0977,1704.37,166.4752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150.093225,5.01789703,108,60.8,177,7,0,0,6,1,0.0067,8594.34,57.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
179.755468,5.197145112,103,58.9,139,7,1,0,11,1,0.0056,10055.65,55.9407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.716706,3.030940428,95,45.5,39,11,2,0,7,1,0.0507,2171.34,110.1269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.494075,2.673739945,96,47.6,31,15,3,0,8,1,0.0741,1864.79,138.1932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
199.068866,5.298661637,91,58.8,168,5,5,1,2,1,0.005,11007.13,55.2931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
